name,salary_from,salary_to,salary_currency,area_name,published_at
Инженер сервисного центра,70000.0,80000.0,RUR,Долгопрудный,2022-12-05T13:04:03+0300
Станочник широкого профиля 5 разряда,124000.0,138000.0,RUR,Новосибирск,2022-12-05T08:42:40+0300
Станочник широкого профиля 5 разряда,124000.0,138000.0,RUR,Омск,2022-12-05T08:43:56+0300
Установщик систем мониторинга,100000.0,,RUR,Владивосток,2022-12-05T11:56:10+0300
Токарь,170000.0,,RUR,Тула,2022-12-05T12:24:53+0300
Фрезеровщик,120000.0,,RUR,Тамбов,2022-12-05T13:28:01+0300
Оператор-наладчик на токарный станок с ЧПУ,50000.0,,RUR,Тольятти,2022-12-05T18:42:37+0300
Ведущий системный администратор,130000.0,130000.0,RUR,Москва,2022-12-05T12:57:57+0300
Сервисный инженер,45000.0,,RUR,Челябинск,2022-12-05T09:50:32+0300
Руководитель группы по эксплуатации автоматизированных систем управления и слаботочных систем,155000.0,155000.0,RUR,Москва,2022-12-05T16:26:27+0300
Фрезеровщик 4-6 разряд,60000.0,70000.0,RUR,Москва,2022-12-05T11:26:33+0300
Инженер КИПиА,,350000.0,KZT,Усть-Каменогорск,2022-12-05T12:23:09+0300
Токарь (16к20),,65000.0,RUR,Нижний Новгород,2022-12-05T14:30:25+0300
Системный администратор,70000.0,,RUR,Москва,2022-12-05T15:54:09+0300
Механик,66000.0,,RUR,Мытищи,2022-12-05T10:53:20+0300
Руководитель отдела системного анализа,350000.0,,RUR,Зеленоград,2022-12-05T12:57:35+0300
Шлифовщик,114000.0,,RUR,Липецк,2022-12-05T14:28:49+0300
Оператор-наладчик на листогибочных прессах,113000.0,,RUR,Чебоксары,2022-12-05T15:34:05+0300
Токарь,107000.0,,RUR,Самара,2022-12-05T15:40:14+0300
Специалист сервисной службы,50000.0,,RUR,Челябинск,2022-12-05T14:45:49+0300
Системный администратор,75000.0,,RUR,Пермь,2022-12-05T15:13:25+0300
Токарь,35000.0,,RUR,Иваново (Ивановская область),2022-12-05T08:22:26+0300
Механик по ремонту и обслуживанию технологического оборудования,50000.0,55000.0,RUR,Красноярск,2022-12-05T05:51:51+0300
Токарь,40000.0,70000.0,RUR,Нефтекамск,2022-12-05T06:58:33+0300
Системный программист С/С++,48000.0,52200.0,RUR,Ставрополь,2022-12-05T14:32:02+0300
Администратор 1C и интернет-магазина,35000.0,55000.0,RUR,Омск,2022-12-05T20:50:38+0300
Специалист по видеофиксации,44000.0,,RUR,Апрелевка,2022-12-05T12:19:05+0300
Начинающий специалист по обслуживанию POS-терминального оборудования,40000.0,,RUR,Североуральск,2022-12-05T11:57:10+0300
WEB разработчик (Middle),70000.0,,RUR,Воронеж,2022-12-05T09:57:18+0300
Программист 1С,,150000.0,RUR,Санкт-Петербург,2022-12-05T15:56:29+0300
Главный механик в автопредприятие.,70000.0,,RUR,Ульяновск,2022-12-05T07:52:16+0300
Оператор станков с ПУ,51000.0,,RUR,Таганрог,2022-12-05T15:53:56+0300
Токарь-универсал,114000.0,,RUR,Челябинск,2022-12-05T14:29:08+0300
Оператор-наладчик на листогибочных прессах,113000.0,,RUR,Ульяновск,2022-12-05T15:34:05+0300
Токарь-расточник (Пермь),110000.0,,RUR,Нижний Тагил,2022-12-05T09:12:11+0300
Токарь (Мичуринск),96000.0,,RUR,Тула,2022-12-05T09:44:52+0300
Токарь (Мичуринск),96000.0,,RUR,Галич (Костромская область),2022-12-05T09:44:52+0300
Токарь,170000.0,,RUR,Владимир,2022-12-05T12:24:53+0300
Менеджер проектов (Промышленная безопасность),100000.0,200000.0,RUR,Казань,2022-12-05T10:59:53+0300
Монтажник радиоэлектронной аппаратуры и приборов,32000.0,,RUR,Ижевск,2022-12-05T10:07:37+0300
Эксперт по администрированию систем защиты информации,150000.0,,RUR,Москва,2022-12-05T09:54:09+0300
Системный администратор,,110000.0,RUR,Москва,2022-12-05T12:57:49+0300
Токарь (Мичуринск),96000.0,,RUR,Ульяновск,2022-12-05T09:44:52+0300
Механик автотранспортного цеха,52000.0,60000.0,RUR,Елабуга,2022-12-05T10:08:16+0300
Наладчик холодноштамповочного оборудования,60000.0,65000.0,RUR,Азов,2022-12-05T15:57:21+0300
Графический дизайнер/Web-дизайнер/Видеодизайнер,150000.0,300000.0,KZT,Алматы,2022-12-05T17:03:53+0300
Оператор ЧПУ,94000.0,188000.0,RUR,Нижний Тагил,2022-12-05T15:32:55+0300
Программист PHP/Битрикс/JS,120000.0,,RUR,Санкт-Петербург,2022-12-05T04:50:12+0300
Токарь (Мичуринск),96000.0,,RUR,Стерлитамак,2022-12-05T09:44:52+0300
Токарь,170000.0,,RUR,Ярославль,2022-12-05T12:24:53+0300
Ведущий инженер по информационной безопасности (г.Новочеркасск),39400.0,,RUR,Новочеркасск,2022-12-05T08:44:24+0300
Техник по обслуживанию,35000.0,,RUR,Челябинск,2022-12-05T09:50:38+0300
Ученик инженера по ремонту оргтехники,45000.0,,RUR,Москва,2022-12-05T16:03:45+0300
Инженер ОПС,62000.0,68000.0,RUR,Уфа,2022-12-05T09:11:35+0300
Токарь в Арзамас,113000.0,,RUR,Гороховец,2022-12-05T15:36:42+0300
"Фрезеровщик, г.Шумерля",115000.0,,RUR,Челябинск,2022-12-05T09:22:02+0300
"Фрезеровщик, г.Шумерля",115000.0,,RUR,Ижевск,2022-12-05T09:22:02+0300
Программист / системный администратор,30000.0,35000.0,RUR,Юрга,2022-12-05T04:55:33+0300
Сервисный инженер (Техник по подключению),50000.0,,RUR,Екатеринбург,2022-12-05T20:52:26+0300
Senior Front-end Developer,5500.0,7000.0,EUR,Кипр,2022-12-05T10:52:43+0300
Токарь/Фрезеровщик в г. Ростов-на-Дону,80000.0,,RUR,Оренбург,2022-12-05T16:28:14+0300
Специалист по защите информации,41375.0,,RUR,Чебоксары,2022-12-05T09:32:48+0300
"Инженер дежурной группы / Helpdesk/Service desk (сопровождение программного обеспечения, финтех)",50000.0,,RUR,Москва,2022-12-05T11:03:06+0300
Механик,40000.0,,RUR,Набережные Челны,2022-12-05T12:06:43+0300
Графический дизайнер,100000.0,,KZT,Кокшетау,2022-12-05T06:44:17+0300
Токарь (Мичуринск),96000.0,,RUR,Орел,2022-12-05T09:44:52+0300
Токарь (Мичуринск),96000.0,,RUR,Самара,2022-12-05T09:44:52+0300
Инженер-программист АСУТП (3 категории),50000.0,,RUR,Нижневартовск,2022-12-05T10:32:35+0300
Инженер по планированию и запасным частям,60000.0,65000.0,RUR,Мичуринск,2022-12-05T22:51:00+0300
Специалист по видеофиксации,44000.0,,RUR,Обнинск,2022-12-05T12:19:05+0300
Техник,30000.0,36000.0,RUR,Тула,2022-12-05T10:54:10+0300
Оператор контакт-центра (удалённо),24000.0,42000.0,RUR,Семенов,2022-12-05T12:00:35+0300
Программист,42750.0,,RUR,Екатеринбург,2022-12-05T06:47:12+0300
Фрезеровщик,110000.0,120000.0,RUR,Пермь,2022-12-05T17:01:07+0300
Инженер-механик,70000.0,,RUR,Подольск (Московская область),2022-12-05T14:05:40+0300
Оператор контакт-центра (удалённо),24000.0,42000.0,RUR,Нижний Новгород,2022-12-05T12:00:34+0300
Программист 1С,,150000.0,RUR,Саратов,2022-12-05T15:24:28+0300
Специалист по процессному управлению,75000.0,90000.0,RUR,Казань,2022-12-05T11:58:20+0300
Системный аналитик,,3500.0,USD,Минск,2022-12-05T11:14:38+0300
Оператор станка с ЧПУ на производство,60000.0,100000.0,RUR,Щелково,2022-12-05T11:55:56+0300
Техник связи (г.Первоуральск),40000.0,,RUR,Первоуральск,2022-12-05T08:15:02+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Красноярск,2022-12-05T09:22:46+0300
Менеджер проектов,,100000.0,RUR,Санкт-Петербург,2022-12-05T11:01:27+0300
Системный администратор,22000.0,,RUR,Тамбов,2022-12-05T18:02:53+0300
Техник-механик (холодильное оборудование),50000.0,,RUR,Брянск,2022-12-05T11:38:09+0300
Фрезеровщик,45000.0,45000.0,RUR,Миасс,2022-12-05T06:22:51+0300
Программист 1С,160000.0,210000.0,RUR,Смоленск,2022-12-05T10:14:48+0300
Фрезеровщик,114000.0,115000.0,RUR,Пермь,2022-12-05T13:25:16+0300
Главный механик сельхозпредприятия,114900.0,114900.0,RUR,Пятигорск,2022-12-05T18:36:04+0300
Оператор-наладчик ЧПУ (Фрезерный HAAS VF-4 +4ось),60000.0,80000.0,RUR,Екатеринбург,2022-12-05T07:22:52+0300
Менеджер проектов-комплектатор,70000.0,90000.0,RUR,Москва,2022-12-05T13:46:23+0300
Python разработчик,150000.0,250000.0,RUR,Москва,2022-12-05T18:53:43+0300
Менеджер проекта,25000.0,30000.0,RUR,Волжский (Волгоградская область),2022-12-05T09:01:29+0300
"Фрезеровщик, г.Шумерля",115000.0,,RUR,Нижний Новгород,2022-12-05T09:22:02+0300
Токарь (Мичуринск),96000.0,,RUR,Уварово,2022-12-05T09:44:52+0300
Токарь-универсал,120000.0,,RUR,Уфа,2022-12-05T09:47:31+0300
Фрезеровщик,110000.0,120000.0,RUR,Нижний Новгород,2022-12-05T17:01:07+0300
Программист 1С,160000.0,210000.0,RUR,Рязань,2022-12-05T09:27:49+0300
Консультант письменной поддержки в Медиасервисы,13000.0,33800.0,RUR,Мурманск,2022-12-05T18:50:09+0300
Универсальный сервисный инженер,130000.0,,RUR,Москва,2022-12-05T10:09:35+0300
Оператор станков с ЧПУ,50000.0,,RUR,Альметьевск,2022-12-05T10:22:44+0300
Оператор станков с ЧПУ,120000.0,,RUR,Иваново (Ивановская область),2022-12-05T09:47:25+0300
Оператор-наладчик на листогибочных прессах,113000.0,,RUR,Тольятти,2022-12-05T15:34:05+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Иркутск,2022-12-05T09:22:46+0300
Оператор станков с ПУ,51000.0,,RUR,Азов,2022-12-05T15:53:56+0300
Наладчик станков с ЧПУ,80400.0,,RUR,Мензелинск,2022-12-05T09:38:48+0300
"Преподаватель специальности ""Сетевое и системное администрирование""",15279.0,30000.0,RUR,Иваново (Ивановская область),2022-12-05T11:27:37+0300
PHP разработчик (Webasyst),80000.0,140000.0,RUR,Москва,2022-12-05T12:54:43+0300
Фрезеровщик,33000.0,40000.0,RUR,Ставрополь,2022-12-05T14:28:21+0300
Токарь,75000.0,,RUR,Ростов-на-Дону,2022-12-05T15:44:35+0300
Токарь,40000.0,,RUR,Йошкар-Ола,2022-12-05T12:27:06+0300
Ведущий специалист технического обслуживания,124000.0,124000.0,RUR,Уфа,2022-12-05T11:58:02+0300
ИТ-специалист,,59000.0,RUR,Санкт-Петербург,2022-12-05T21:15:47+0300
"Фрезеровщик, г.Шумерля",115000.0,,RUR,Ульяновск,2022-12-05T09:22:02+0300
Оператор ЧПУ,94000.0,188000.0,RUR,Челябинск,2022-12-05T15:32:55+0300
Механик по ремонту технологического/производственного оборудования,70000.0,,RUR,Санкт-Петербург,2022-12-05T12:40:45+0300
Программист 1С,48000.0,48000.0,RUR,Волгоград,2022-12-05T13:20:15+0300
Разработчик Flutter,200000.0,,RUR,Воронеж,2022-12-05T17:11:59+0300
Специалист технического обслуживания,103000.0,103000.0,RUR,Уфа,2022-12-05T11:58:00+0300
Системный администратор,,150000.0,RUR,Химки,2022-12-05T10:12:56+0300
Unity developer (senior),3000.0,,USD,Санкт-Петербург,2022-12-05T12:19:06+0300
Специалист по ключевым системам (системный аналитик),100000.0,,RUR,Санкт-Петербург,2022-12-05T15:40:58+0300
Механик,80000.0,,RUR,Красноярск,2022-12-05T07:18:25+0300
Фрезеровщик,114000.0,,RUR,Казань,2022-12-05T15:17:26+0300
Наладчик станков с ЧПУ,70000.0,,RUR,Уфа,2022-12-05T08:39:34+0300
Специалист технического обслуживания,103000.0,103000.0,RUR,Омск,2022-12-05T11:58:01+0300
Инженер-специалист технической поддержки (продавец пневмооборудования),1700.0,,BYR,Минск,2022-12-05T15:57:40+0300
Эксперт I категории (экономист-аналитик) в отдел аудита заказчиков,21000.0,36000.0,RUR,Казань,2022-12-05T18:58:03+0300
IT-специалист,15000.0,35000.0,RUR,Вологда,2022-12-05T17:26:01+0300
Токарь 16к20,108000.0,,RUR,Саратов,2022-12-05T15:38:05+0300
Токарь-расточник (Пермь),110000.0,,RUR,Киров (Кировская область),2022-12-05T09:12:11+0300
Токарь (Мичуринск),96000.0,,RUR,Калуга,2022-12-05T09:44:52+0300
Токарь-расточник,122000.0,129000.0,RUR,Калуга,2022-12-05T12:24:48+0300
Оператор станков с ПУ,160000.0,,RUR,Тула,2022-12-05T09:47:54+0300
Токарь на 16К20,88000.0,,RUR,Барыш,2022-12-05T10:07:52+0300
Системный инженер,43000.0,,RUR,Ижевск,2022-12-05T12:46:47+0300
Токарь-универсал 5 разряда,132000.0,147000.0,RUR,Кемерово,2022-12-05T08:42:09+0300
Токарь-универсал (г. Миасс),50000.0,,RUR,Чебаркуль,2022-12-05T08:28:55+0300
Программист 1С,250000.0,,KZT,Петропавловск,2022-12-05T10:01:27+0300
Мастер по ремонту телефонов и ноутбуков,50000.0,,RUR,Пенза,2022-12-05T13:51:13+0300
Мастер слесарного цеха,1200000.0,7000000.0,UZS,Ташкент,2022-12-05T12:37:27+0300
Токарь-расточник,80000.0,,RUR,Мензелинск,2022-12-05T09:39:36+0300
Токарь,114000.0,,RUR,Ульяновск,2022-12-05T15:10:18+0300
Фрезеровщик,95000.0,,RUR,Великий Новгород,2022-12-05T13:21:32+0300
Токарь на ИЖ250,100000.0,,RUR,Калуга,2022-12-05T16:53:17+0300
Токарь-универсал,120000.0,,RUR,Рязань,2022-12-05T09:47:31+0300
Фрезеровщик,35000.0,,RUR,Уфа,2022-12-05T12:49:49+0300
Токарь,100000.0,,RUR,Волгоград,2022-12-05T15:40:12+0300
Токарь на ИЖ250,100000.0,,RUR,Краснодар,2022-12-05T16:53:17+0300
Наладчик станков с ЧПУ,40000.0,,RUR,Заинск,2022-12-05T09:38:53+0300
Заместитель генерального директора по транспорту,60000.0,80000.0,RUR,Нижневартовск,2022-12-05T22:48:47+0300
Выездной инженер по сервисному обслуживанию банковского оборудования,50000.0,,RUR,Екатеринбург,2022-12-05T11:56:54+0300
Инспектор безопасности дорожного движения,40000.0,45000.0,RUR,Омск,2022-12-05T09:24:56+0300
Наладчик технологического оборудования,50000.0,62000.0,RUR,Вознесенское (Нижегородская область),2022-12-05T07:38:54+0300
Токарь-расточник,108000.0,,RUR,Липецк,2022-12-05T16:03:57+0300
Токарь-карусельщик,105000.0,,RUR,Липецк,2022-12-05T16:04:07+0300
Токарь-универсал,107000.0,,RUR,Липецк,2022-12-05T15:40:14+0300
Менеджер по развитию интернет проектов,70000.0,100000.0,RUR,Москва,2022-12-05T19:03:26+0300
Токарь-расточник (Пермь),110000.0,,RUR,Магнитогорск,2022-12-05T09:12:11+0300
Токарь-расточник (Пермь),110000.0,,RUR,Оренбург,2022-12-05T09:12:11+0300
Токарь-расточник,125000.0,,RUR,Ярославль,2022-12-05T14:14:35+0300
Токарь,80000.0,,RUR,Ростов-на-Дону,2022-12-05T16:40:44+0300
Токарь-расточник,50000.0,,RUR,Пермь,2022-12-05T07:23:35+0300
Токарь-универсал 5 разряда,132000.0,147000.0,RUR,Томск,2022-12-05T08:42:04+0300
Токарь,80000.0,90000.0,RUR,Тольятти,2022-12-05T08:35:39+0300
Копирайтер - Транскрибатор / редактор текста и ввода данных,15000.0,70000.0,RUR,Екатеринбург,2022-12-05T10:02:54+0300
Механик автоколонны,80000.0,,RUR,Санкт-Петербург,2022-12-05T12:43:32+0300
Фрезеровщик,120000.0,,RUR,Калуга,2022-12-05T13:28:01+0300
Арт-директор,100000.0,,RUR,Москва,2022-12-05T13:51:10+0300
Начальник отдела информационных технологий и защиты информации,40000.0,45000.0,RUR,Колпашево,2022-12-05T17:17:39+0300
Менеджер по развитию интернет проектов,70000.0,100000.0,RUR,Зеленоград,2022-12-05T19:03:37+0300
Слесарь - механик в автосервис,80000.0,150000.0,RUR,Москва,2022-12-05T11:44:24+0300
Техник по обслуживанию систем противопожарной защиты (АПС СОУЭ),45000.0,50000.0,RUR,Санкт-Петербург,2022-12-05T17:13:18+0300
Токарь-расточник,80000.0,,RUR,Набережные Челны,2022-12-05T09:39:08+0300
Токарь-расточник,80000.0,,RUR,Менделеевск,2022-12-05T09:39:24+0300
Токарь-расточник,80000.0,,RUR,Заинск,2022-12-05T09:39:40+0300
Токарь,107000.0,,RUR,Воронеж,2022-12-05T15:40:14+0300
Токарь,107000.0,,RUR,Ростов-на-Дону,2022-12-05T15:40:14+0300
Фрезеровщик,110000.0,,RUR,Нижний Новгород,2022-12-05T09:46:45+0300
Слесарь по ремонту холодильного оборудования,60000.0,150000.0,RUR,Павловск (Ленинградская область),2022-12-05T11:09:53+0300
Фрезеровщик,95000.0,,RUR,Тихвин,2022-12-05T13:21:32+0300
Токарь на ИЖ250,100000.0,,RUR,Липецк,2022-12-05T16:53:17+0300
Инженер-механик,60000.0,,RUR,Волгоград,2022-12-05T14:19:47+0300
Специалист службы удаленной поддержки,30000.0,50000.0,RUR,Нефтекамск,2022-12-05T14:43:46+0300
Системный аналитик (интеграция),230000.0,,RUR,Краснодар,2022-12-05T12:21:58+0300
Сетевой инженер (ИБ),140000.0,,RUR,Москва,2022-12-05T18:14:12+0300
Корреспондент/Web-журналист,1050.0,1350.0,BYR,Минск,2022-12-05T08:43:08+0300
Фрезеровщик,75400.0,,RUR,Санкт-Петербург,2022-12-05T09:18:23+0300
Токарь-универсал на 1М63,80000.0,80000.0,RUR,Первоуральск,2022-12-05T07:25:32+0300
Токарь-универсал на 1М63,80000.0,80000.0,RUR,Екатеринбург,2022-12-05T07:25:49+0300
"Программист 1С ЗУП 3.1., 8.3 офис (Москва, Санкт-Петербург, Воронеж, Белгород, Нижний Новгород)",180000.0,,RUR,Москва,2022-12-05T17:51:52+0300
Наладчик технологического оборудования,50000.0,62000.0,RUR,Выкса,2022-12-05T07:38:37+0300
Оператор контакт-центра (удалённо),24000.0,42000.0,RUR,Каменка (Пензенская область),2022-12-05T13:01:55+0300
Токарь на 16К20,88000.0,,RUR,Инза,2022-12-05T10:07:52+0300
Программист 1С,2000.0,,BYR,Минск,2022-12-05T11:46:16+0300
Фрезеровщик,110000.0,120000.0,RUR,Ярославль,2022-12-05T17:01:07+0300
Токарь ДИП 500,105000.0,,RUR,Липецк,2022-12-05T16:03:57+0300
Системный администратор,60000.0,60000.0,RUR,Воронеж,2022-12-05T16:15:51+0300
Журналист-редактор,65000.0,85000.0,RUR,Москва,2022-12-05T16:16:16+0300
Инженер-программист,90000.0,,RUR,Саратов,2022-12-05T10:45:06+0300
Руководитель транспортного цеха,50000.0,50000.0,RUR,Павловск (Алтайский край),2022-12-05T10:22:52+0300
Разработчик Python,,250000.0,RUR,Москва,2022-12-05T15:09:44+0300
Техник,28000.0,,RUR,Пермь,2022-12-05T14:13:05+0300
Токарь-расточник (координатно-расточные станки),70000.0,,RUR,Санкт-Петербург,2022-12-05T13:06:29+0300
Токарь-расточник,35000.0,,RUR,Тула,2022-12-05T12:04:12+0300
Техник по обслуживанию систем безопасности,37000.0,48000.0,RUR,Новосибирск,2022-12-05T05:55:53+0300
Механизатор импортной сельхозтехники (категории DF),60000.0,150000.0,RUR,Усть-Калманка,2022-12-05T10:39:47+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Хабаровск,2022-12-05T09:22:46+0300
Начальник группы информационной безопасности,102000.0,,RUR,Санкт-Петербург,2022-12-05T08:59:41+0300
Главный специалист центра мониторинга ИБ (2 линия SOC),150000.0,,RUR,Москва,2022-12-05T12:18:03+0300
Java Developer (удалённо),350000.0,400000.0,RUR,Москва,2022-12-05T11:33:13+0300
Фрезеровщик,120000.0,,RUR,Липецк,2022-12-05T13:28:01+0300
Инспектор безопасности дорожного движения,40000.0,45000.0,RUR,Ханты-Мансийск,2022-12-05T09:24:56+0300
Аналитик 1С,100000.0,,RUR,Омск,2022-12-05T10:12:25+0300
Инженер по ремонту и установке КБТ,55000.0,80000.0,RUR,Сургут,2022-12-05T11:55:21+0300
Механизатор импортной сельхозтехники (категории DF),60000.0,150000.0,RUR,Топчиха,2022-12-05T10:39:20+0300
Системный администратор,50000.0,,RUR,Новозавидовский,2022-12-05T12:33:33+0300
Начинающий специалист по сервисному обслуживанию банковского оборудования,75000.0,,RUR,Щербинка,2022-12-05T11:57:31+0300
Токарь-расточник,120000.0,,RUR,Липецк,2022-12-05T09:47:57+0300
Тестировщик-наладчик станков с ЧПУ,40000.0,50000.0,RUR,Иваново (Ивановская область),2022-12-05T09:10:26+0300
Программист (1 С УАТ),60000.0,60000.0,RUR,Белово,2022-12-05T12:31:30+0300
Фрезеровщик,120000.0,,RUR,Екатеринбург,2022-12-05T13:28:01+0300
Токарь/Фрезеровщик в г. Ростов-на-Дону,80000.0,,RUR,Новочеркасск,2022-12-05T16:28:14+0300
Станочник широкого профиля 5 разряда,124000.0,138000.0,RUR,Томск,2022-12-05T08:44:02+0300
Ментор по языку программирования Python,30000.0,90000.0,KGS,Бишкек,2022-12-05T10:12:33+0300
Финансовый аналитик,110000.0,,RUR,Москва,2022-12-05T09:46:13+0300
Системный администратор,200000.0,200000.0,KZT,Алматы,2022-12-05T10:44:03+0300
Системный аналитик,150000.0,,RUR,Москва,2022-12-05T12:54:50+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Абакан,2022-12-05T09:22:46+0300
Программист 1С,160000.0,210000.0,RUR,Астрахань,2022-12-05T09:28:38+0300
Системный администратор Linux,,50000.0,RUR,Ульяновск,2022-12-05T11:37:35+0300
Системный аналитик (интеграция),230000.0,,RUR,Санкт-Петербург,2022-12-05T12:21:58+0300
Механик автомобильной колонны,60000.0,,RUR,Тверь,2022-12-05T13:40:53+0300
Системный администратор,45000.0,,RUR,Ростов-на-Дону,2022-12-05T15:07:45+0300
"Монтажник слаботочных систем, охранно-пожарных систем (ОПС)",100000.0,,RUR,Москва,2022-12-05T13:26:52+0300
Токарь-универсал,120000.0,,RUR,Ижевск,2022-12-05T09:47:31+0300
Токарь,170000.0,,RUR,Калуга,2022-12-05T12:24:53+0300
Инженер по техническому обслуживанию АПС,30000.0,,RUR,Ижевск,2022-12-05T13:31:16+0300
Наладчик производственной линии на производство в г. Видное,65000.0,,RUR,Домодедово,2022-12-05T12:11:26+0300
"Технолог на производство (гидроабразивная, плазменная, лазерная резки, фрезерная ЧПУ)",50000.0,90000.0,RUR,Екатеринбург,2022-12-05T19:39:23+0300
Моторист-дизелист,50000.0,,RUR,Новокузнецк,2022-12-05T19:39:25+0300
Монтажник связи,40000.0,55000.0,RUR,Красноярск,2022-12-05T20:37:03+0300
Фрезеровщик,45000.0,,RUR,Тула,2022-12-05T12:04:59+0300
Токарь 16к20,108000.0,,RUR,Муром,2022-12-05T15:40:14+0300
Android разработчик (Senior\Remote),300000.0,,RUR,Екатеринбург,2022-12-05T18:14:12+0300
Инженер-программист 2 категории,30000.0,,RUR,Уфа,2022-12-05T08:52:13+0300
Инженер по автоматизации,40000.0,65000.0,RUR,Белгород,2022-12-05T13:08:45+0300
Инженер-электронщик,,60000.0,RUR,Тольятти,2022-12-05T08:07:01+0300
Наладчик технологического оборудования,50000.0,62000.0,RUR,Навашино,2022-12-05T07:38:46+0300
Железнодорожный аналитик,50000.0,55000.0,RUR,Екатеринбург,2022-12-05T08:03:37+0300
Токарь расточник,141000.0,,RUR,Петрозаводск,2022-12-05T17:18:44+0300
Главный механик сельхозпредприятия,114900.0,114900.0,RUR,Новоалександровск,2022-12-05T18:36:04+0300
Менеджер проектов,50000.0,,RUR,Фрязино,2022-12-05T09:15:13+0300
Unity developer (senior),3000.0,,USD,Москва,2022-12-05T12:17:12+0300
Механик-наладчик оборудования на пекарню,40000.0,,RUR,Севастополь,2022-12-05T16:34:17+0300
Фрезеровщик,110000.0,120000.0,RUR,Набережные Челны,2022-12-05T15:41:43+0300
Токарь-универсал,107000.0,,RUR,Воронеж,2022-12-05T15:40:14+0300
Горный механик,133600.0,,RUR,Ленинск-Кузнецкий,2022-12-05T12:09:47+0300
PHP-разработчик (Middle),150000.0,240000.0,RUR,Томск,2022-12-05T07:06:23+0300
Начальник отдела автоматизации,130000.0,,RUR,Казань,2022-12-05T13:50:32+0300
Оператор гидроабразивного станка с ЧПУ,60000.0,,RUR,Москва,2022-12-05T11:55:33+0300
Консультант письменной поддержки в Медиасервисы,13000.0,33800.0,RUR,Иркутск,2022-12-05T18:50:09+0300
"Фрезеровщик, г.Шумерля",115000.0,,RUR,Киров (Кировская область),2022-12-05T09:22:02+0300
Главный архитектор проекта,100000.0,120000.0,RUR,Краснодар,2022-12-05T12:40:21+0300
Фрезеровщик,110000.0,,RUR,Уфа,2022-12-05T13:17:36+0300
Токарь-расточник,125000.0,,RUR,Тверь,2022-12-05T14:14:35+0300
Оператор станков с ПУ,51000.0,,RUR,Новочеркасск,2022-12-05T15:53:56+0300
Фрезеровщик,110000.0,120000.0,RUR,Киров (Кировская область),2022-12-05T17:01:07+0300
Инженер-программист 2 линии службы технической поддержки,45000.0,,RUR,Белгород,2022-12-05T10:57:49+0300
Токарь,170000.0,,RUR,Саратов,2022-12-05T12:24:53+0300
Токарь расточник,141000.0,,RUR,Воронеж,2022-12-05T17:18:44+0300
Специалист транспортного участка,24100.0,28700.0,RUR,Пенза,2022-12-05T16:14:21+0300
Начальник сервисной службы,75000.0,,RUR,Железнодорожный,2022-12-05T12:56:36+0300
Fullstack разработчик,120000.0,,RUR,Москва,2022-12-05T09:07:27+0300
Менеджер по развитию проектов,60000.0,100000.0,RUR,Солнечногорск,2022-12-05T12:47:46+0300
Специалист технической поддержки,,80000.0,RUR,Москва,2022-12-05T12:48:54+0300
Начальник механоремонтной службы,70000.0,80000.0,RUR,Темрюк,2022-12-05T14:52:13+0300
Сервис-инженер,55000.0,70000.0,RUR,Октябрьский (Республика Башкортостан),2022-12-05T13:47:56+0300
"Фрезеровщик, г.Шумерля",115000.0,,RUR,Чебоксары,2022-12-05T09:22:02+0300
Токарь (Мичуринск),96000.0,,RUR,Саранск,2022-12-05T09:44:52+0300
Выездной системный администратор,25000.0,40000.0,RUR,Нижний Новгород,2022-12-05T10:55:22+0300
Токарь,170000.0,,RUR,Ульяновск,2022-12-05T12:24:53+0300
Сервис-инженер,42000.0,50000.0,RUR,Верхние Татышлы,2022-12-05T14:29:28+0300
Токарь на ИЖ250,100000.0,,RUR,Саранск,2022-12-05T16:53:17+0300
Фрезеровщик,110000.0,120000.0,RUR,Вологда,2022-12-05T17:01:07+0300
Кассир,35000.0,55000.0,RUR,Железнодорожный,2022-12-05T12:06:15+0300
Аналитик,45000.0,,RUR,Курган,2022-12-05T09:18:27+0300
Инженер по технической документации,50000.0,,RUR,Санкт-Петербург,2022-12-05T15:01:43+0300
Системный администратор,41000.0,44000.0,RUR,Екатеринбург,2022-12-05T13:55:43+0300
Information Security Engineer (Baku),3500.0,4000.0,AZN,Алматы,2022-12-05T16:05:14+0300
Project manager Senior (менеджер IT-проектов),120000.0,150000.0,RUR,Уфа,2022-12-05T10:35:12+0300
Web-разработчик Senior,,200000.0,RUR,Москва,2022-12-05T12:54:59+0300
Фрезеровщик,114000.0,,RUR,Саранск,2022-12-05T15:17:26+0300
Дизайнер-верстальщик,70000.0,70000.0,RUR,Сочи,2022-12-05T15:04:29+0300
Microsoft Endpoint Manager Operations Specialist,3000.0,3500.0,AZN,Баку,2022-12-05T13:08:39+0300
Токарь-фрезеровщик (универсал),65000.0,85000.0,RUR,Екатеринбург,2022-12-05T19:39:23+0300
Инженер,62000.0,62000.0,RUR,Москва,2022-12-05T15:00:46+0300
